label,text
Negative,ahmad zahid hamidi mendedahkan ada pihak yang merancang untuk melakukan strategi surprise last minute attack slma yang melibatkan isu-isu tertentu menjelang pru ini
Negative,Ini hanya menunjukkan suasana terdesak.
Positive,juga boleh meminta bantuan untuk memajukan Islam yang sihat daripada intelektual Islam yang terhormat di negara ini
Positive,Saya tidak akan lari ke kawasan lain. 
Positive,Kita perlu kembali kepada kerajaan yang telah terbukti kebolehannya membangunkan negara berbanding (kerajaan) sekarang
Positive,Saya kagum dengan keindahan semula jadi yang ada di Felda Lurah Bilut ini di mana ada dua sungai mengalir. Kita akan rawat air Sungai Bilut dan Sungai Kertau (boleh diminum) untuk kegunaan peneroka
Positive,pilihan raya hendaklah menjadi pilihan raya bebas dan telus
Positive,Saya ada cukup bukti dan saya akan terus membongkar kegiatan rasuah serta salah guna kuasa pemimpin PKR Selangor
Positive,Pencapaiannya agak baik di situ.
Positive,dilaksanakan bagi meneruskan kemakmuran
Negative,"memperlihatkan rakyat memperolehi maklumat yang bercampur aduk antara kebenaran, fakta dan penipuan."
Negative,"Rumusan awal yang dapat dibuat setakat ini adalah kerana unsur sabotaj, namun kita akan melakukan siastan menyeluruh sama ada pemilik kilang mempunyai musuh dalam perniagaan atau sebaliknya"
Positive,Kejayaan PNB juga boleh diukur dari sudut menjayakan dasar induk kerajaan bermula dengan DEB khususnya dalam aspek pengagihan kekayaan negara kita supaya lebih adil dan saksama.
Negative,"Di negeri lain boleh dapat RM500, tapi di Pulau Pinang hanya dapat RM250 saja."
Negative,"Kalau kita buat pilihan salah, kerajaan tidak boleh laksanakan pembangunan dengan lancar"
Positive,Projek seperti ini membolehkan belia terus menetap di tanah rancangan bagi meneruskan usaha ibu bapa
Negative,Tetapi kehidupan kami terjejas oleh kerana pembalakan meluas oleh syarikat-syarikat swasta.
Positive,"Tribunal bukan sahaja mengendalikan kes gangguan seksual, tetapi berperanan memberi nasihat, cadangan serta laporan keberkesanan dari semasa ke semasa kepada kerajaan"
Positive,"Kita hendak mendekati masyarakat dengan cara sebegini sesuai dengan cogan kata Polis Diraja Malaysia (PDRM), iaitu ‘Polis dan Masyarakat Berpisah Tiada’,"
Positive,"Kehadiran mereka, bukan langkah awal buat Malaysia membuka pintu kepada Israel,"
Negative,"Panel berkenaan berpuas hati bahawa laporan yang diterbitkan mendakwa aktiviti perlombo­ngan yang dijalankan oleh syarikat itu menjejaskan penduduk Bukit Koman, adalah tidak seimbang dan tidak adil kepada perayu."
Negative,"Kita masih tak mampu untuk mengeluarkan peralatan persenjataan, apatah lagi menghasilkan kepingan artileri yang asli"
Negative,"Malah, ada peniaga yang lebih berani melabel kandungan atau peratus nikotin dalam cecair vape tertentu, kemudian dilekatkan pada botol cecair berkenaan"
Negative,"Apa yang menjadi masalah kita, apabila masyarakat gemar berkongsi maklumat mereka kepada pihak lain. "
Negative,Kerajaan negeri akan terus beretorik dan bermain kata-kata bagi menampakkan semuanya baik dan tiada cacat cela di pihak mereka
Positive,berkhidmat dan mengabdikan diri kepada perjuangan membela nasib rakyat dan memajukan Sabah yang tercinta
Negative,rakyat marah harga barangan naik
Negative,Kadangkala mereka mengadu mengenai caj 20 sen.
Negative,kita perlu realistik dan tidak memberikan maklumat yang salah kepada rakyat kata beliau menerusi catatannya dalam blog beliau https sskeruak
Positive,Apa yang berlaku pada hari ini adalah kejayaan kerajaan dalam soal perbankan Islam dan banyak lagi
Negative,Jawapan kelakar daripada Menteri
Negative,mengakui bimbang peratusan keluar mengundi yang rendah di kawasan Permatang Pauh akan menyebabkan mereka berdepan risiko kekalahan pada Pilihan Raya Umum
Positive,"Hakikatnya adalah sumber tuduhan tu terkandung dalam tuntutan sivil Jabatan Kehakiman (DoJ) Amerika Syarikat, yang sebenarnya telah ditangguhkan sejak Ogos 2017."
Positive,Ini bagi menentukan reka bina dan pelaksanaan projek ini akan dilakukan dalam masa terdekat ini dan penting bagi Singapura untuk membentuk badan bertindak seperti yang dilakukan oleh Malaysia
Negative,"Kononnya tanpa GST Kerajaan tidak boleh berfungsi, tak dapat bangunkan negara."
Positive,Peraturan-peraturan yang ada pada 25 tahun dahulu mungkin tidak lagi sesuai untuk dipakai pada zaman ini dan sudah sampai masanya untuk menubuhkan satu perbadanan dan undang-undang bagi membuat 'redevelopment' ke atas perumahan kos rendah dan PPR
Positive,Kesedaran itu pun kerana mereka mengenali PIDM berdasarkan logo dan jenama PIDM yang sering dilihat di bank-bank
Positive,Golongan ini kalau boleh mahu berkhidmat selagi hayat dikan­dung badan
Positive,"Justeru, saya beritahu Sabah (negeri) merdeka dalam Malaysia"
Negative,Kenyataan itu dibuat ekoran muncul klip audio yang tersebar melalui aplikasi WhatsApp yang mempunyai maklumat apa yang didakwa pembaziran melibatkan sepinggan kek hari jadi Datin Seri Rosmah Mansor 
Positive,"Ini tiga formula yang harus ada pada pemimpin Umno/BN walaupun kita diasak dari pelbagai sudut, Insya-ALLAH Kedah akan terus berjaya tak kira bila pun parlimen dibubarkan minggu depan atau bulan depan."
Positive,Saya teruja maklumkan dia akan jadi sebahagian ahli keluarga dari PKR.
Positive,Kami merancang membangunkan kemudahan perkilangan yang baharu di kawasan itu yang dijangkakan dapat mengukuhkan kecekapan syarikat dalam menyediakan produk berkualiti kepada pelanggan
Negative,kamu bn tidak yakin dengan rakyat kamu sendiri kamu sanggup menipu dan membeli orang dari bangladesh filipina dan indonesia untuk mengundi kamu
Positive,Pekerja tidak formal seperti penjaja jalanan perlu diberi nasihat sewajarnya serta ruang di tempat awam kerana mereka juga mampu menyumbang kepada ekonomi negara
Positive,"Perbuatan seperti itu tidak patut berlaku, setiap pegawai dan anggota JPJ sudah diberikan latihan mengenai integriti serta perlu mempunyai disiplin yang tinggi"
Positive,Ini satu lagi contoh bagaimana subsidi pendidikan disalurkan
Positive,"Sehubungan itu, pegawai dan anggota bertugas hendaklah sentiasa bersiap siaga dalam membuat pertimbangan dan penilaian dalam memberikan bantuan dan perlindungan kepada orang awam yang datang ke balai polis agar mereka tidak merasa takut dan trauma."
Positive,"Jika kita bersama (bersatu), maka Allah SWT bersama kita, tapi kita tidak bersatu"
Positive,"Kita tidak meminta kerajaan pusat untuk hulur sumbangan RM 700 seperti yang disumbangkan oleh Kerajaan Pulau Pinang, cukup sekadar menyamai jumlah yang diberi kepada maangsa banjir di negeri lain seperti dijanjikan perdana menteri"
Positive,"kita tidak boleh ‘pakai’ pembangkang sebab kalau kita nak majukan sesebuah wilayah atau negeri, mahupun sebuah negara, kita mesti meletakkan kepercayaan kita kepada sebuah kerajaan yang ada rekod kejayaan dan ada kekuatan serta kemampuan bawa perubahan kepada negara kita"
Positive,Saya sekadar untuk jadi petugas bagi memenangkan calon mana-mana  parti dalam Harapan. 
Positive,"Jika suri rumah dan penganggur ditahan kerana mengkritik perdana menteri, mengapa individu-individu ini tidak dikenakan tindakan"
Positive,"Sebaik kita dapat konsensus dalam Kabinet, saya berharap kita boleh bawa undang-undang baharu ini ke sesi Parlimen akan datang"
Negative,apa yang kita lihat hari ini ialah serangan tentera myanmar yang terlalu berlebihan dan tidak berperikemanusiaan
Positive,Sekarang keadaannya tidak sama dan sarjana Islam sudah mengeluarkan ijtihad (pandangan) baru
Positive,Mereka ini akan bekerjasama memastikan kita menang di situ
Positive,"""Pemeliharaan khazanah alam harus dipertingkatkan dari tahun ke tahun dan diberi keutamaan oleh semua pihak sama ada di peringkat kerajaan negeri, swasta dan sebagainya"
Positive,Kita mahu menggalakkan syarikat Malaysia pergi ke sana
Positive,"Ertinya kerajaan ada fokus dari segi modal insan, kerajaan mahu lihat Malaysia menjadi sebuah negara maju."
Positive,Jika diperhatikan dalam setiap Felda ada lokasi dan produk unik yang boleh diketengahkan
Positive,Rang Undang-undang ini digubal demi kepentingan masyarakat umum bagi melindungi rakyat daripada lambakan berita tidak benar serta menjadi mangsa kepada berita tidak benar.
Negative,"Ini boleh mendorong berlakunya amalan yang salah dalam kalangan masyarakat,"
Negative,Tidak sepatutnya kata-kata kesat keluar daripada mulut bekas pemimpin negara.
Positive,"Langkah yang logikal dan realistik perlu dalam menyelesaikan isu berkaitan golongan muda, bukan hanya menjanjikan penyelesaian yang tidak boleh dicapai seperti yang dibuat sesetengah pihak"
Negative,Satu lagi elemen pembohongan yang ketara adalah gaya hidup mewahnya sekeluarga termasuk amalan  penggunaan pesawat eksekutif
Negative,Warga media juga terdedah kepada pelbagai situasi yang mungkin membahayakan keselamatan mereka semasa membuat liputan sepanjang kempen PRU-14.
Negative,dilihat muslihat keji bagi mengaburi mata pengundi Melayu.
Positive,Kerajaan Singapura akan terus bekerjasama dengan Malaysia untuk mencari kaedah lain yang praktikal untuk memudahkan perjalanan di antara Singapura dan Malaysia
Positive,"Peruntukan bagi pembinaan bangunan sekolah baharu itu nanti akan dimasukkan bersama dalam projek memperbaiki sekolah yang terjejas teruk akibat banjir, baru-baru ini"
Positive,Cadangan memperkenalkan undang-undang menangani berita palsu bukan untuk menyekat kebebasan bersuara rakyat tetapi bertujuan mengekang penyebaran fitnah melampau yang boleh menimbulkan ketegangan kaum
Positive,Kita perlukan kerajaan yang kuat
Negative,"Namun begitu had tunggakan cukai tidak kurang daripada RM2,000 bagi individu dengan tujuan sekatan perjalanan ke luar negara yang dilaksanakan oleh LHDN disifatkan kurang sesuai dengan keadaan ekonomi semasa"
Positive,Kami semua bersatu hati
Positive,lagipun kerajaan telah menyatakan bahawa pakej rangsangan tidak boleh diumumkan sewenang-wenangnya bagi membolehkan sasaran defisit fiskal dapat dicapai
Positive,Saya mahu tindakan diambil
Positive,"Kita sebagai kerajaan beriltizam untuk pastikan keadaan ini akan berterusan,"
Positive,"Kita mesti buat dasar-dasar yang berasaskan satu visi dan gagasan yang besar bagi mengisi impian, hasrat, cita-cita dan memberi harapan kepada orang muda"
Negative,Antara mereka yang terdedah kepada ancaman keselamatan ialah kakitangan Suruhanjaya Pilihan Raya (SPR) dan agensi kerajaan yang terlibat dalam memastikan kelancaran proses pemilihan.
Positive,"Bagi saya, orang tua yang sudah berkuasa lebih 22 tahun sepatutnya masuk pondok, mengaji kitab, zikir banyak-banyak, bertaubat mohon maaf kepada manusia atas kesilapan yang lalu"
Positive,Bukan mengekang dengan kuasa.
Positive,tidak pernah mengenal erti serik bertanding walaupun sudah lima kali tewas beberapa pilihan raya umum dan pilihan raya kecil.
Positive,"Mereka mahukan infrastruktur lebih baik supaya boleh tingkatkan produktiviti, bekalan air yang baik dan perkhidmatan pengangkutan"
Positive,"Kita lakukan ini demi rakyat... kerana pada penghujung hari, kita semua adalah rakyat Malaysia, kita mencari wang di sini dan Mydin membuat RM50 hingga 70 juta setahun"
Negative,Banyak pihak yang mempertikaikan program ini apabila ia dilaksanakan  hampir dengan pilihanraya
Positive,adalah tanggungjawab kerajaan myanmar untuk menegakkan undang-undang dan memberhentikan serangan terhadap rakyat sendiri akan menjadi myanmar lebih selamat
Negative,"Ahli Parlimen selalu turun padang, tapi bantuan tak pernah sampai pada masyarakat Siam."
Negative,berhubung penerbitan artikel dan video berunsur fitnah berkaitan aktiviti perlombongan emas
Positive,Pakar-pakar gua dari Britain telah memainkan peranan penting sepanjang misi menyelamat dan meruipakan pasukan penyelamat pertama menemukan kumpulan remaja
Negative,terus persenda kalimah syahadah
Negative,"Ini bermakna harga makanan RM100 pada 2010, meningkat kepada RM130 tahun lalu."
Positive,bukannya masih mengharapkan pelbagai konsesi kerajaan yang akhirnya menguntungkan sebelah pihak sahaja
Negative,"Apabila kamu sombong, kamu fikir kamu sendirian sangat kuat yang kamu boleh menggerakkan sesuatu"
Negative,arwah begitu disayangi oleh semua anggota keluarganya kerana kehadirannya menceriakan suasana rumah yang sudah lama tidak kedengaran suara anak kecil
Positive,Dan kita bersedia untuk berdepan dengan PAS
Positive,"Hal ini kerana tindakan sedemikian akan menambah baik nama, prestij, keyakinan dan penghormatan rakyat terhadap Dewan Rakyat dan bukan sebaliknya."
Positive,"Malah, konsep turun padang dilaksanakan sebelum ini untuk menemui masyarakat di Simpang Renggam yang diamalkan sejak sekian lama turut menjadi asas kekuatan sokongan masyarakat terhadap BN"
Positive,"Kerajaan wajar mengkaji semula had tunggakan cukai yang dinaikkan kepada RM10,000 untuk pembayar cukai individu dan RM50,000 untuk syarikat."
Negative,"Kehendak ibu bapa, eksploitasi ustaz"
Positive,Kita sudah menjalankan kajian perbandingan dengan negara lain dan (kadar faedah) kita berada di pertengahan
Positive,Kita minta pihak konsesi ini dimansuhkan
Negative,Penstrukturan semula subsidi digunakan untuk menampung ekonomi negara yang parah kesan daripada salah urus tadbir oleh BN
Negative,"Sebagai orang muda, kami kecewa dengan Dr Mahathir"
Positive,"Kini, mereka bangkit dengan kekuatan baharu, merancang strategi, merapatkan saf kepemimpinan dan menggiatkan usaha turun padang"
Positive,Kerajaan akan terus berusaha untuk melahirkan lebih ramai usahawan tani atau agropreneur berpendapatan tinggi di negara ini sekali gus bagi memenuhi permintaan produk makanan yang kian meningkat di dalam negara dan peringkat antarabangsa
Negative,dijangka mencetuskan lebih banyak helah dalam usaha menarik perhatian dan sokongan pengundi ketika kempen Pilihan Raya Umum
Negative,Individu yang mahu dipilih mesti bersih dan tidak dilingkari dengan isu-isu yang boleh menjadi modal kempen untuk parti lawan.
Positive,sumber inspirasi dan dia bercita-cita untuk menjadi pengusaha syarikat pengiklan yang canggih setanding dengan syarikat gergaji lain.
Negative,Orang kita tidak berani berterus-terang dalam hal ini kerana telah menyekutukan Arab dengan Islam
Negative,"Pengurangan ini berlaku bukan disebabkan oleh kemerosotan prestasi ahli KEMAS, tetapi ia disebabkan oleh pengurangan staf KEMAS pada tahun lalu"
Positive,Satu daripadanya ialah projek Lebuhraya Pan Borneo di Sarawak (dan Sabah)... ekonomi  negara juga semakin baik apabila berkembang sehingga 5.9 peratus seperti diumumkan  oleh Bank Negara Malaysia dan kalau ikut penarafan dari segi ekonomi ia semakin bertambah baik berbanding dahulu
Negative,Fake news! berita palsu sejak Parlimen dibubar
Positive,Saya juga meminta mereka membaiki rekahan dan juga memeriksa keadaan cerun dengan kerap
Positive,Oleh itu saya berharap rakyat tidak tersalah pilih dan janganlah pilih pemimpin yang tidak mempunyai pendirian semata-mata demi kepentingan diri
Negative,dengan sebarang teknologi baharu anda mempunyai satu daya tarikan tetapi pada satu tahap semuanya akan dicampak ke luar tingkap
Positive,PAS akan menjadi 'king maker' atau pencatur utama politik pada PRU-14.
Positive,Kami tak akan rela orang kata jadi MP pasu bunga saja di sana
Positive,Lebih 26 juta pelancong asing juga datang ke Malaysia pada 2016 dan ini dijangka meningkat kepada 30 juta menjelang 2020
Negative,Saya sangat hairan kenapa wang RM8 bilion yang disalahgunakan oleh ahli dari Semporna sewaktu menjadi KKLW
Positive,Peruntukan ini akan digunakan untuk membeli lebih banyak peralatan canggih dan terkini bagi kegunaan pesakit yang menerima rawatan di pusat pembedahan katarak unik ini
Positive,Perlu ada keseimbangan antara sains agama dan sains sosial
Positive,"Kami akan mengemaskini perkembangan terkini, sebaik saja kerja penyelenggaraan selesai,"
Positive,Kita serahkan pada pengundi untuk buat penilaian tapi saya rasa pengundi Permatang Pauh bijak buat keputusan dan mereka dah lama beri sokongan kuat pada PKR
